Tiempo,Xcom,Ycom,Zcom,x_robot,y_robot,z_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,Xzmp_Juanlo,Yzmp_Juanlo,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp_Loli,Yzmp_Loli
2.38,0,0,103.66,-0.03,-0.19,-9.82,178.90,0.55,26.47,-0.15,0.22,-9.72,-0.39,0.51,-0.44,0.31,0.13,0.86,6.85,-19.74,-2.88,-6.63,-251.27,104.65,60.12,8.36,23.71,-41.13,-7.20,34.44,-292.69,-43.83,124.21,7.39,41.96,12.69,-0.06,-12.17
2.41,0,0,103.66,-0.03,-0.19,-9.82,178.90,0.55,26.47,0.02,0.16,-9.78,-0.44,0.15,-0.35,0.32,0.13,0.86,7.37,-19.54,-3.04,-6.48,-250.65,104.65,60.20,8.28,23.78,-41.25,-8.34,34.50,-293.22,-43.82,124.29,7.56,41.84,12.66,-0.07,-12.18
2.44,0,0,103.66,-0.03,-0.19,-9.83,178.90,0.55,26.49,0.00,0.22,-9.85,-0.07,0.40,-0.49,0.32,0.14,0.87,7.43,-19.92,-2.88,-6.48,-250.65,104.81,60.34,8.38,23.85,-41.31,-8.12,34.71,-292.80,-43.83,124.76,7.34,42.07,12.67,0.08,-12.23
2.47,0,0,103.66,-0.02,-0.19,-9.83,178.89,0.54,26.49,0.11,0.19,-9.79,-0.02,0.08,-0.60,0.32,0.14,0.86,8.02,-19.79,-2.65,-6.55,-250.65,104.48,60.18,8.43,23.80,-41.18,-7.42,34.77,-293.06,-43.48,124.32,8.07,41.93,12.53,-0.02,-12.23
2.50,0,0,103.66,-0.01,-0.19,-9.83,178.90,0.54,26.50,0.13,0.17,-9.82,0.35,-0.57,-0.67,0.32,0.14,0.86,9.28,-19.76,-2.73,-6.92,-250.86,104.59,60.16,8.51,23.77,-41.16,-7.96,33.90,-293.54,-43.33,124.13,8.15,41.76,12.52,-0.12,-12.22
2.54,0,0,103.66,-0.04,-0.19,-9.83,178.90,0.54,26.50,-0.19,0.22,-9.81,-0.23,0.10,-0.30,0.32,0.14,0.86,6.31,-19.85,-2.90,-6.71,-250.65,104.66,60.30,8.43,23.83,-41.24,-8.16,34.91,-292.58,-43.87,124.37,7.11,41.97,12.68,0.01,-12.20
2.56,0,0,103.66,-0.05,-0.19,-9.81,178.89,0.55,26.50,-0.07,0.15,-9.74,-0.08,-0.13,-0.12,0.31,0.14,0.86,4.99,-19.71,-2.81,-6.55,-251.07,104.59,60.26,8.36,23.78,-41.15,-8.08,34.89,-291.95,-43.68,124.35,7.17,42.06,12.64,0.02,-12.23
2.59,0,0,103.66,-0.05,-0.18,-9.80,178.90,0.55,26.50,-0.23,0.14,-9.75,0.18,-0.07,-0.16,0.32,0.14,0.86,4.75,-19.15,-3.35,-6.32,-251.01,104.50,60.27,8.28,23.75,-41.14,-7.86,34.16,-292.64,-43.59,124.11,7.92,41.89,12.63,-0.07,-12.20
2.62,0,0,103.66,-0.07,-0.18,-9.79,178.91,0.55,26.50,-0.33,0.20,-9.78,0.15,0.00,0.40,0.31,0.14,0.86,2.55,-19.26,-2.81,-6.71,-250.86,104.55,60.22,8.36,23.79,-41.16,-6.37,34.12,-292.96,-43.53,123.95,7.77,41.89,12.60,-0.05,-12.20
2.65,0,0,103.66,-0.07,-0.18,-9.79,178.90,0.56,26.51,-0.10,0.23,-9.74,-0.41,0.54,-0.52,0.32,0.14,0.87,2.57,-19.31,-2.96,-6.69,-251.48,104.69,60.08,8.43,23.66,-41.11,-7.10,34.79,-292.42,-43.91,124.21,6.79,42.00,12.71,-0.06,-12.18
2.68,0,0,103.66,-0.09,-0.18,-9.79,178.89,0.55,26.50,-0.19,0.14,-9.73,-0.29,0.41,-0.19,0.32,0.14,0.86,0.85,-19.34,-3.04,-6.48,-251.07,104.59,60.26,8.28,23.77,-41.16,-8.10,34.40,-292.64,-43.80,124.40,7.56,41.97,12.69,-0.02,-12.18
2.71,0,0,103.66,-0.08,-0.18,-9.79,178.89,0.55,26.50,0.06,0.21,-9.76,-0.29,0.39,0.21,0.32,0.14,0.86,1.51,-19.39,-2.81,-6.40,-250.40,104.44,60.23,8.36,23.84,-41.22,-8.38,34.85,-292.80,-43.94,124.70,7.71,42.03,12.70,0.06,-12.15
2.74,0,0,103.66,-0.07,-0.18,-9.79,178.90,0.55,26.52,0.13,0.18,-9.81,0.03,-0.13,-0.37,0.32,0.14,0.86,2.83,-19.47,-2.73,-6.78,-250.65,104.24,60.15,8.43,23.79,-41.06,-8.16,35.09,-291.95,-44.23,124.55,6.81,42.12,12.82,0.06,-12.07
2.77,0,0,103.66,-0.07,-0.18,-9.79,178.89,0.54,26.52,-0.16,0.18,-9.82,-0.30,0.12,-0.54,0.32,0.14,0.87,2.92,-19.43,-2.65,-6.84,-250.45,104.44,60.12,8.51,23.80,-41.17,-8.20,34.50,-293.43,-44.11,124.43,7.79,41.86,12.75,-0.04,-12.08
2.80,0,0,103.66,-0.08,-0.18,-9.79,178.90,0.55,26.52,-0.10,0.16,-9.82,0.10,0.04,0.11,0.32,0.14,0.86,2.02,-19.21,-2.96,-6.61,-251.07,104.54,60.12,8.36,23.72,-41.13,-7.46,34.42,-292.85,-43.89,124.26,7.71,41.94,12.71,-0.06,-12.14
2.83,0,0,103.66,-0.08,-0.18,-9.79,178.89,0.53,26.52,-0.09,0.17,-9.79,0.16,0.70,-0.25,0.31,0.14,0.86,2.18,-19.19,-3.27,-6.71,-251.27,104.55,60.30,8.36,23.74,-41.09,-7.34,34.87,-292.00,-43.85,124.40,6.56,42.12,12.70,0.03,-12.18
2.86,0,0,103.66,-0.08,-0.18,-9.79,178.90,0.54,26.53,-0.12,0.16,-9.76,0.02,-0.03,-0.34,0.32,0.14,0.86,1.80,-19.24,-2.88,-6.31,-251.27,104.79,60.24,8.36,23.75,-41.22,-8.18,34.40,-292.42,-43.67,124.33,7.47,41.98,12.65,-0.03,-12.25
2.89,0,0,103.66,-0.08,-0.18,-9.79,178.90,0.54,26.53,-0.06,0.16,-9.78,0.02,0.23,0.21,0.32,0.14,0.86,2.10,-18.93,-3.04,-6.63,-250.65,104.70,60.24,8.28,23.80,-41.26,-8.73,34.67,-291.95,-43.45,124.39,7.62,42.03,12.58,0.02,-12.29
2.92,0,0,103.66,-0.07,-0.18,-9.78,178.91,0.54,26.53,-0.05,0.17,-9.77,0.36,-0.06,0.12,0.32,0.14,0.86,2.42,-19.09,-2.75,-6.77,-250.65,104.59,60.16,8.51,23.79,-41.20,-7.58,34.59,-292.42,-43.60,124.15,7.09,41.95,12.61,-0.02,-12.22
2.96,0,0,103.66,-0.07,-0.18,-9.78,178.91,0.55,26.53,-0.10,0.16,-9.73,-0.03,-0.38,-0.44,0.32,0.14,0.86,2.44,-19.09,-2.57,-6.59,-251.89,104.83,60.10,8.43,23.66,-41.11,-8.20,34.44,-292.85,-43.45,124.40,7.92,41.94,12.56,-0.10,-12.26
2.98,0,0,103.66,-0.07,-0.18,-9.78,178.91,0.55,26.53,-0.15,0.21,-9.72,-0.28,-0.08,-0.19,0.31,0.14,0.86,2.48,-19.05,-2.96,-6.46,-251.22,104.74,60.20,8.21,23.74,-41.19,-7.96,35.03,-292.42,-43.56,124.54,7.32,42.06,12.57,0.00,-12.27
3.01,0,0,103.66,-0.08,-0.18,-9.78,178.91,0.55,26.54,-0.17,0.24,-9.78,-0.14,-0.42,-1.00,0.32,0.14,0.86,1.47,-19.47,-2.96,-6.69,-251.27,104.78,60.14,8.43,23.70,-41.18,-7.94,34.48,-292.42,-43.72,124.28,7.77,41.97,12.66,-0.06,-12.22
3.04,0,0,103.66,-0.09,-0.18,-9.78,178.91,0.55,26.54,-0.16,0.23,-9.85,0.21,0.03,-0.17,0.32,0.14,0.86,0.61,-19.53,-2.50,-6.54,-250.60,104.48,60.08,8.36,23.78,-41.19,-8.40,34.63,-292.80,-43.82,124.29,7.49,41.89,12.67,-0.05,-12.17
3.07,0,0,103.66,-0.12,-0.18,-9.78,178.90,0.55,26.55,-0.37,0.18,-9.77,-0.49,-0.16,-0.19,0.32,0.14,0.86,-1.97,-19.46,-2.65,-6.54,-251.07,104.54,60.12,8.43,23.74,-41.13,-7.98,34.36,-292.42,-43.80,123.96,7.39,41.86,12.70,-0.10,-12.17
3.10,0,0,103.66,-0.12,-0.19,-9.78,178.90,0.55,26.54,-0.03,0.23,-9.91,0.16,0.65,-0.18,0.32,0.13,0.86,-2.80,-19.78,-2.81,-6.63,-250.65,104.39,60.23,8.43,23.81,-41.13,-7.86,34.20,-293.70,-44.01,124.32,7.56,41.81,12.73,-0.07,-12.07
3.13,0,0,103.66,-0.11,-0.18,-9.79,178.90,0.54,26.54,0.05,0.16,-9.97,0.44,0.43,-0.13,0.31,0.14,0.86,-1.55,-19.44,-2.81,-6.86,-250.86,104.35,60.23,8.43,23.79,-41.07,-8.42,34.71,-292.58,-43.98,124.61,7.49,42.03,12.73,0.02,-12.10
3.16,0,0,103.66,-0.11,-0.19,-9.79,178.91,0.54,26.55,-0.08,0.18,-9.85,-0.10,0.65,-0.31,0.32,0.14,0.87,-1.59,-19.60,-2.90,-6.63,-250.45,104.44,60.23,8.43,23.82,-41.19,-7.56,34.65,-293.27,-43.68,124.35,7.39,41.90,12.60,-0.02,-12.18
3.19,0,0,103.66,-0.10,-0.19,-9.80,178.91,0.54,26.55,-0.01,0.16,-9.80,-0.07,0.05,-0.39,0.32,0.14,0.86,-0.39,-19.65,-2.65,-6.63,-250.86,104.55,60.26,8.36,23.82,-41.16,-7.58,34.95,-293.27,-43.74,124.29,7.92,41.88,12.60,-0.04,-12.19
3.22,0,0,103.66,-0.09,-0.19,-9.80,178.91,0.53,26.55,-0.13,0.23,-9.80,-0.02,0.21,-0.31,0.32,0.14,0.86,0.68,-19.83,-2.65,-6.61,-251.27,104.59,60.12,8.36,23.72,-41.11,-8.50,34.14,-292.58,-43.85,124.33,7.94,41.93,12.72,-0.07,-12.15
3.25,0,0,103.66,-0.09,-0.18,-9.80,178.91,0.53,26.55,-0.13,0.17,-9.80,-0.15,0.28,0.19,0.32,0.14,0.86,0.51,-19.52,-2.88,-6.77,-251.07,104.59,60.15,8.51,23.74,-41.14,-7.38,34.18,-292.42,-43.83,124.21,7.64,41.99,12.72,-0.03,-12.16
3.28,0,0,103.66,-0.09,-0.19,-9.80,178.90,0.54,26.55,-0.19,0.18,-9.74,0.13,-0.03,0.01,0.32,0.14,0.87,0.50,-19.73,-2.96,-6.54,-251.48,104.79,60.23,8.43,23.72,-41.17,-8.79,34.93,-291.95,-43.46,124.40,7.24,42.03,12.57,-0.03,-12.30
3.31,0,0,103.66,-0.10,-0.19,-9.80,178.89,0.55,26.55,-0.12,0.21,-9.75,-0.52,-0.06,-0.31,0.33,0.14,0.87,-0.44,-19.73,-2.81,-6.61,-250.86,104.59,60.16,8.36,23.77,-41.18,-8.28,34.28,-292.00,-43.56,124.21,7.94,41.99,12.64,-0.02,-12.23
3.34,0,0,103.66,-0.11,-0.19,-9.80,178.89,0.54,26.56,-0.11,0.21,-9.85,0.33,0.09,-0.26,0.32,0.14,0.87,-1.73,-19.87,-2.96,-6.69,-251.53,104.79,60.23,8.51,23.72,-41.15,-7.58,34.75,-293.06,-43.31,124.50,7.85,41.98,12.48,-0.04,-12.29
3.38,0,0,103.66,-0.10,-0.19,-9.80,178.90,0.54,26.56,0.04,0.16,-9.76,0.42,-0.32,-0.16,0.32,0.13,0.86,-0.69,-19.76,-3.06,-7.09,-250.70,104.62,60.34,8.51,23.83,-41.18,-8.02,34.61,-292.00,-43.42,124.35,7.69,42.05,12.57,0.05,-12.26
3.40,0,0,103.66,-0.11,-0.19,-9.80,178.90,0.54,26.56,-0.22,0.16,-9.79,-0.50,0.29,-0.07,0.31,0.13,0.86,-1.31,-19.76,-3.12,-6.40,-250.60,104.48,60.18,8.28,23.77,-41.20,-8.02,34.30,-292.21,-43.61,124.37,7.79,42.03,12.65,0.01,-12.21
3.43,0,0,103.66,-0.12,-0.19,-9.79,178.90,0.53,26.56,-0.37,0.19,-9.73,0.29,0.57,-0.15,0.31,0.14,0.86,-2.80,-19.85,-2.88,-6.40,-250.86,104.65,60.20,8.36,23.78,-41.22,-7.76,34.83,-292.42,-43.83,124.33,7.09,42.00,12.68,-0.00,-12.21
3.46,0,0,103.66,-0.12,-0.19,-9.79,178.90,0.53,26.56,0.02,0.19,-9.70,0.05,-0.44,0.23,0.31,0.13,0.86,-2.04,-20.02,-3.04,-6.48,-250.65,104.54,60.22,8.36,23.79,-41.20,-8.00,34.83,-292.80,-44.02,124.44,7.19,41.97,12.73,-0.00,-12.15
3.49,0,0,103.66,-0.11,-0.19,-9.79,178.90,0.53,26.56,0.03,0.14,-9.78,-0.16,0.85,-0.01,0.32,0.14,0.86,-1.60,-19.92,-2.81,-6.69,-251.48,104.65,60.20,8.51,23.72,-41.10,-8.10,34.89,-293.01,-43.72,124.40,7.24,41.92,12.61,-0.07,-12.19
3.52,0,0,103.66,-0.11,-0.19,-9.79,178.90,0.53,26.56,-0.02,0.23,-9.83,0.38,0.10,-0.71,0.32,0.13,0.86,-1.44,-20.19,-3.12,-6.25,-251.63,104.69,60.26,8.21,23.71,-41.12,-7.78,34.28,-293.70,-43.89,124.11,7.64,41.74,12.68,-0.17,-12.15
3.55,0,0,103.66,-0.12,-0.19,-9.81,178.89,0.53,26.57,-0.23,0.17,-9.96,-0.28,0.49,-0.14,0.31,0.14,0.86,-2.13,-20.21,-2.81,-6.55,-250.40,104.24,60.15,8.36,23.80,-41.12,-7.98,34.36,-292.21,-43.94,124.13,7.26,41.95,12.76,-0.01,-12.11
3.58,0,0,103.66,-0.11,-0.19,-9.81,178.89,0.52,26.57,-0.10,0.21,-9.89,-0.21,0.45,0.01,0.32,0.14,0.86,-1.85,-20.16,-2.98,-6.86,-250.65,104.51,60.26,8.51,23.81,-41.16,-8.46,34.65,-292.37,-43.74,124.20,7.17,41.92,12.66,-0.03,-12.18
3.61,0,0,103.66,-0.11,-0.19,-9.82,178.89,0.52,26.56,0.01,0.23,-9.85,0.05,0.47,-0.11,0.32,0.14,0.86,-0.88,-20.11,-2.52,-6.86,-250.45,104.34,60.14,8.58,23.82,-41.13,-7.92,34.38,-292.64,-43.91,124.43,7.03,41.99,12.73,0.02,-12.11
3.64,0,0,103.66,-0.10,-0.19,-9.82,178.89,0.53,26.56,-0.13,0.23,-9.81,-0.36,-0.47,-0.04,0.32,0.13,0.86,-0.70,-20.14,-2.65,-6.55,-250.60,104.44,60.24,8.21,23.83,-41.17,-7.86,34.32,-291.79,-43.59,124.22,7.69,42.05,12.66,0.05,-12.21
3.67,0,0,103.66,-0.09,-0.19,-9.82,178.89,0.53,26.57,-0.04,0.21,-9.84,-0.44,0.53,-0.34,0.32,0.14,0.86,1.05,-20.30,-2.81,-6.40,-251.27,104.70,60.26,8.43,23.76,-41.17,-7.20,34.71,-292.64,-44.00,124.41,6.73,42.04,12.73,0.01,-12.17
3.70,0,0,103.66,-0.10,-0.19,-9.81,178.90,0.54,26.56,-0.26,0.17,-9.82,0.14,0.18,-0.08,0.32,0.14,0.86,-0.20,-19.96,-2.96,-6.40,-251.27,104.70,60.26,8.28,23.75,-41.17,-7.64,35.37,-292.21,-43.82,124.17,6.04,41.99,12.65,-0.03,-12.24
3.73,0,0,103.66,-0.11,-0.19,-9.81,178.90,0.53,26.55,-0.19,0.17,-9.87,-0.15,0.50,0.19,0.32,0.14,0.86,-1.46,-20.02,-2.96,-6.17,-251.07,105.04,60.26,8.38,23.77,-41.36,-7.68,34.34,-292.42,-43.54,124.09,7.47,41.92,12.61,-0.05,-12.32
3.77,0,0,103.66,-0.11,-0.19,-9.81,178.90,0.53,26.57,-0.05,0.16,-9.86,0.02,-0.13,-0.01,0.32,0.14,0.86,-1.33,-19.92,-3.04,-6.32,-251.22,104.89,60.23,8.13,23.74,-41.26,-7.74,34.61,-292.85,-43.60,124.15,6.86,41.88,12.59,-0.08,-12.27
3.80,0,0,103.66,-0.11,-0.19,-9.81,178.91,0.52,26.56,-0.08,0.18,-9.84,0.27,0.42,-0.50,0.32,0.13,0.87,-1.69,-20.04,-2.96,-6.38,-251.07,104.65,60.16,8.28,23.73,-41.19,-8.72,34.97,-291.95,-43.78,124.80,6.88,42.17,12.67,0.06,-12.23
3.82,0,0,103.66,-0.11,-0.19,-9.81,178.92,0.53,26.58,-0.14,0.20,-9.79,0.03,0.36,-0.36,0.32,0.14,0.86,-1.76,-19.86,-2.96,-6.25,-251.48,104.65,60.31,8.36,23.75,-41.13,-9.29,35.17,-292.74,-43.76,124.78,7.26,42.01,12.62,-0.01,-12.22
3.86,0,0,103.66,-0.11,-0.19,-9.81,178.91,0.53,26.59,-0.01,0.24,-9.69,-0.59,0.23,-0.75,0.32,0.14,0.86,-1.14,-20.21,-2.88,-6.78,-250.65,104.55,60.22,8.36,23.80,-41.19,-8.99,35.07,-292.53,-43.67,124.77,7.49,42.06,12.60,0.04,-12.22
3.88,0,0,103.66,-0.10,-0.19,-9.81,178.91,0.54,26.59,-0.10,0.14,-9.79,-0.03,0.33,-0.39,0.32,0.14,0.86,-0.68,-20.00,-3.12,-6.40,-251.01,104.54,60.22,8.21,23.75,-41.15,-7.14,34.83,-292.85,-43.74,124.28,7.39,41.96,12.63,-0.03,-12.19
3.92,0,0,103.66,-0.10,-0.19,-9.81,178.91,0.54,26.59,-0.05,0.21,-9.71,-0.24,0.18,-0.49,0.32,0.14,0.86,-0.30,-20.01,-2.57,-6.61,-251.48,104.67,60.06,8.43,23.68,-41.11,-8.89,34.71,-293.43,-43.64,124.41,7.47,41.81,12.58,-0.14,-12.20
3.94,0,0,103.66,-0.11,-0.19,-9.80,178.91,0.54,26.59,-0.25,0.16,-9.77,-0.05,0.24,-0.31,0.32,0.13,0.86,-1.03,-19.78,-2.82,-6.71,-250.45,104.44,60.22,8.51,23.83,-41.18,-8.02,34.85,-293.65,-44.12,124.46,7.19,41.85,12.72,-0.03,-12.09
3.97,0,0,103.66,-0.11,-0.19,-9.81,178.91,0.54,26.60,0.01,0.28,-9.87,-0.34,0.29,0.44,0.32,0.14,0.86,-1.17,-20.40,-2.82,-6.59,-249.36,104.24,60.26,8.28,23.94,-41.29,-8.08,34.97,-291.95,-43.89,124.26,7.02,42.03,12.71,0.11,-12.17
4.00,0,0,103.66,-0.10,-0.20,-9.82,178.90,0.54,26.60,-0.15,0.20,-9.90,-0.28,-0.03,-0.37,0.32,0.13,0.86,-0.80,-20.60,-2.90,-6.50,-249.98,104.31,60.30,8.36,23.90,-41.22,-7.52,34.46,-292.42,-43.85,124.28,7.19,42.00,12.71,0.07,-12.15
4.04,0,0,103.66,-0.10,-0.20,-9.83,178.90,0.55,26.61,-0.18,0.20,-10.00,-0.50,-0.55,0.19,0.31,0.14,0.86,0.23,-20.60,-2.75,-7.00,-250.91,104.70,60.24,8.58,23.80,-41.19,-7.38,34.52,-293.70,-43.90,124.18,7.56,41.79,12.67,-0.09,-12.14
4.07,0,0,103.66,-0.10,-0.20,-9.84,178.89,0.54,26.61,-0.04,0.20,-9.88,-0.32,0.97,0.22,0.32,0.14,0.87,-0.10,-20.63,-2.65,-6.23,-251.01,104.67,60.07,8.28,23.73,-41.22,-6.73,34.54,-292.69,-43.94,123.89,7.47,41.88,12.72,-0.09,-12.18
4.10,0,0,103.66,-0.10,-0.20,-9.84,178.90,0.54,26.62,0.08,0.16,-9.86,-0.34,0.13,-0.35,0.31,0.14,0.86,0.18,-20.75,-3.35,-6.31,-251.48,104.89,60.23,8.21,23.69,-41.22,-7.26,34.71,-292.42,-43.86,124.25,6.81,42.01,12.70,-0.05,-12.23
4.13,0,0,103.66,-0.10,-0.20,-9.85,178.90,0.54,26.62,-0.10,0.20,-9.91,-0.46,0.62,-0.19,0.32,0.14,0.86,-0.24,-20.62,-3.19,-6.48,-251.27,104.85,60.27,8.36,23.74,-41.23,-7.08,34.59,-293.33,-43.60,124.26,7.39,41.89,12.58,-0.07,-12.25
4.16,0,0,103.66,-0.09,-0.20,-9.84,178.90,0.54,26.62,-0.02,0.17,-9.82,-0.16,-0.05,-0.02,0.31,0.13,0.86,0.88,-20.60,-2.98,-6.73,-250.45,104.46,60.31,8.51,23.85,-41.19,-7.70,34.46,-292.21,-43.53,124.17,7.92,41.98,12.61,0.02,-12.22
4.19,0,0,103.66,-0.09,-0.19,-9.84,178.90,0.55,26.62,-0.16,0.12,-9.94,-0.10,0.05,0.06,0.32,0.14,0.86,0.53,-20.14,-3.06,-6.80,-250.29,104.61,60.34,8.51,23.87,-41.27,-7.92,34.56,-292.00,-43.19,124.18,7.39,42.00,12.50,0.04,-12.32
4.22,0,0,103.66,-0.09,-0.19,-9.84,178.89,0.55,26.61,-0.03,0.24,-9.83,-0.32,0.44,-0.24,0.32,0.14,0.86,0.29,-20.19,-2.81,-6.46,-251.27,104.85,60.24,8.36,23.76,-41.23,-8.97,35.25,-292.58,-43.35,124.39,7.32,41.92,12.48,-0.06,-12.33
4.25,0,0,103.66,-0.10,-0.19,-9.84,178.91,0.54,26.61,-0.30,0.21,-9.73,0.24,0.72,-0.35,0.32,0.14,0.87,-0.60,-20.10,-2.96,-6.69,-251.07,104.59,60.28,8.51,23.78,-41.14,-8.44,34.50,-292.42,-43.26,124.26,8.07,41.93,12.50,-0.04,-12.28
4.28,0,0,103.66,-0.10,-0.19,-9.83,178.90,0.55,26.61,0.00,0.19,-9.72,-0.31,-0.00,-0.35,0.32,0.14,0.86,-0.36,-20.01,-2.59,-6.92,-250.50,104.63,60.10,8.58,23.79,-41.23,-8.64,34.89,-292.37,-43.76,124.35,7.11,41.96,12.65,-0.01,-12.21
4.31,0,0,103.66,-0.09,-0.19,-9.83,178.91,0.55,26.62,-0.12,0.19,-9.78,0.19,-0.08,-0.34,0.31,0.14,0.86,0.37,-20.13,-3.12,-6.25,-250.86,104.74,60.30,8.38,23.80,-41.27,-8.18,34.63,-292.37,-43.57,124.32,7.54,41.98,12.60,-0.01,-12.27
4.34,0,0,103.66,-0.09,-0.19,-9.82,178.91,0.55,26.61,-0.11,0.14,-9.80,-0.15,-0.08,0.24,0.32,0.14,0.86,0.80,-20.01,-3.12,-6.34,-250.86,104.70,60.20,8.36,23.76,-41.25,-7.80,35.39,-292.37,-44.15,124.50,5.98,42.06,12.75,0.02,-12.18
4.37,0,0,103.66,-0.09,-0.19,-9.82,178.91,0.55,26.62,-0.04,0.21,-9.78,0.05,-0.06,0.02,0.31,0.14,0.86,0.87,-20.28,-2.98,-6.78,-250.45,104.39,60.18,8.43,23.80,-41.16,-7.44,34.46,-293.06,-44.09,124.21,7.34,41.89,12.76,-0.04,-12.08
4.40,0,0,103.66,-0.09,-0.19,-9.82,178.91,0.55,26.63,-0.05,0.20,-9.85,-0.24,0.72,-0.58,0.32,0.14,0.86,1.03,-20.41,-2.44,-6.61,-250.45,104.39,60.10,8.51,23.81,-41.17,-7.76,34.57,-292.42,-43.56,124.09,7.54,41.92,12.60,-0.03,-12.20
4.43,0,0,103.66,-0.08,-0.19,-9.83,178.91,0.55,26.62,-0.07,0.21,-9.92,0.13,-0.05,-0.14,0.32,0.13,0.86,1.40,-20.48,-3.12,-6.42,-249.98,104.24,60.26,8.21,23.86,-41.20,-6.39,34.24,-291.84,-43.80,123.74,7.32,41.98,12.73,0.03,-12.15
4.46,0,0,103.66,-0.09,-0.19,-9.83,178.92,0.55,26.61,-0.07,0.12,-9.83,0.12,0.40,0.15,0.32,0.13,0.86,1.10,-19.83,-2.88,-6.92,-251.32,104.55,60.20,8.58,23.73,-41.07,-6.88,34.59,-294.18,-44.02,123.99,6.88,41.69,12.68,-0.17,-12.08
4.49,0,0,103.66,-0.08,-0.19,-9.84,178.93,0.56,26.63,0.06,0.19,-9.81,0.50,-0.02,-0.92,0.32,0.14,0.86,1.96,-20.11,-3.19,-6.50,-250.19,104.30,60.30,8.13,23.85,-41.18,-7.32,34.71,-292.00,-43.96,124.25,6.73,42.06,12.75,0.07,-12.14
4.52,0,0,103.66,-0.09,-0.19,-9.84,178.94,0.55,26.63,-0.18,0.17,-9.81,0.42,0.57,-0.13,0.31,0.14,0.86,1.29,-19.88,-3.12,-6.08,-251.84,104.94,60.27,8.21,23.69,-41.20,-7.96,34.89,-293.86,-43.71,124.50,7.47,41.84,12.57,-0.12,-12.25
4.55,0,0,103.66,-0.08,-0.19,-9.84,178.95,0.55,26.63,-0.12,0.20,-9.71,0.39,0.65,0.06,0.32,0.13,0.86,1.98,-20.09,-2.65,-6.52,-251.68,104.89,60.14,8.51,23.69,-41.17,-8.85,34.63,-294.28,-43.78,124.58,7.79,41.75,12.59,-0.16,-12.19
4.59,0,0,103.66,-0.09,-0.19,-9.83,178.96,0.56,26.64,-0.15,0.16,-9.82,0.39,-0.13,-0.65,0.31,0.14,0.86,1.15,-19.51,-2.81,-6.42,-249.78,104.24,60.16,8.28,23.87,-41.24,-8.56,35.03,-290.89,-43.71,124.55,7.19,42.25,12.69,0.17,-12.22
4.62,0,0,103.66,-0.08,-0.18,-9.83,178.96,0.56,26.63,0.07,0.18,-9.71,-0.32,0.41,-0.04,0.32,0.14,0.86,2.26,-19.39,-2.67,-6.86,-250.45,104.59,60.16,8.43,23.82,-41.23,-8.75,34.32,-291.58,-43.23,124.55,7.92,42.13,12.54,0.08,-12.30
4.64,0,0,103.66,-0.08,-0.18,-9.81,178.96,0.56,26.64,-0.24,0.18,-9.75,-0.27,-0.06,-0.67,0.32,0.14,0.87,1.94,-19.33,-3.04,-6.31,-251.27,104.83,60.19,8.28,23.72,-41.23,-8.30,34.83,-292.80,-43.41,124.33,8.07,41.91,12.52,-0.08,-12.31
4.67,0,0,103.66,-0.08,-0.18,-9.81,178.95,0.56,26.64,-0.16,0.20,-9.74,-0.35,-0.03,-0.21,0.31,0.14,0.86,1.32,-19.32,-2.67,-7.09,-250.50,104.40,60.18,8.58,23.82,-41.13,-9.07,34.95,-291.73,-43.19,124.50,7.85,42.07,12.48,0.05,-12.29
4.70,0,0,103.66,-0.09,-0.18,-9.81,178.95,0.56,26.64,-0.05,0.17,-9.88,0.42,-0.13,-0.31,0.32,0.14,0.86,0.65,-19.39,-3.27,-6.23,-251.68,104.93,60.18,8.28,23.66,-41.21,-8.06,34.83,-292.85,-43.37,124.40,7.85,41.95,12.50,-0.10,-12.32
4.73,0,0,103.66,-0.09,-0.18,-9.80,178.94,0.56,26.65,-0.06,0.17,-9.86,-0.60,0.41,-0.62,0.31,0.14,0.86,0.90,-19.24,-3.02,-6.44,-251.89,104.83,60.08,8.28,23.62,-41.12,-8.02,34.81,-292.64,-43.48,124.32,7.24,41.95,12.55,-0.12,-12.28
4.76,0,0,103.66,-0.09,-0.18,-9.80,178.94,0.56,26.65,-0.00,0.16,-9.81,-0.18,0.21,-0.52,0.32,0.14,0.86,0.96,-19.19,-2.67,-7.09,-250.45,104.50,60.16,8.43,23.82,-41.18,-7.22,34.42,-292.64,-43.80,124.13,7.69,41.94,12.69,-0.01,-12.15
4.79,0,0,103.66,-0.08,-0.18,-9.80,178.93,0.57,26.67,0.02,0.16,-9.82,0.69,0.08,-0.86,0.32,0.14,0.86,1.93,-19.41,-2.42,-6.55,-250.60,104.43,60.14,8.36,23.81,-41.16,-8.48,34.75,-291.95,-44.11,124.54,7.11,42.09,12.80,0.06,-12.13
